,Affinity,Compromise,Efficieny,Groups,Power,Run
33,0.6382896247913364,0.1,1.25,Saada19.Zawayia1.Saada20.Saada21.Zawayia2.Taureg1.Zawayia3.Zawayia4.Kawar.Taureg2.Beni Hilal.Gaddafi.Beni Salim.Beni Salim2.Magariha.al-Mujabra.el-Mahjoub.Unaffiliated16	.Warfalla5.Saada17.Unaffiliated14.Saada18.Unaffiliated8.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia5.Zawayia6.Zawayia7.al-Sawalih.Marghara3.Sadat.Awlad Sulaiman.Kargala.Zawayia11.Jmamla.Sabayi.Marghara1.Zawayia9.Warfalla4.Taureg5.Marghara2.Zawayia10.Zawayia8.Taureg4.Unaffiliated13.Zamoura.Kawafi.Unaffiliated5.Mtarfa1.Ramla.Unaffiliated17.Unaffiliated4.Warfalla1.Dababisa.Matarfa2.Warfalla2.Warfalla3.Marghara9.Marghara11.Marghara10.Warfalla11.Warfalla12.Warfalla14.Warfalla13.Magharha.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,273.93749999999994,2
34,0.3091396482148476,0.1,1.25,Saada6.Saada2	.Saada4.Saada3.Saada5.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Saada1	.Saada7.Saada8.Saada12.Saada14.Saada16.Unaffiliated7.Unaffiliated9,113.06249999999999,2
35,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,3
36,0.010638297872340425,0.1,1.3,Tebu,0.35,3
37,0.9255319148936169,0.1,1.3,Unaffiliated3,0.45,3
38,0.9893617021276596,0.1,1.3,Unaffiliated10,1.5,3
39,1.0,0.1,1.3,Unaffiliated11,1.4500000000000002,3
40,0.9893617021276596,0.1,1.3,Unaffiliated1,0.8,3
41,0.9574468085106382,0.1,1.3,Unaffiliated6,1.35,3
42,0.9893617021276596,0.1,1.3,Unaffiliated15	,1.65,3
43,0.9893617021276596,0.1,1.3,Unaffiliated18,2.25,3
44,0.6427505816331579,0.1,1.3,Saada17.Unaffiliated14.Magariha.al-Mujabra.Saada18.Unaffiliated8.Saada19.Zawayia1.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla4.Taureg5.Zawayia8.Taureg4.el-Mahjoub.Zamoura.Unaffiliated16	.Warfalla5.al-Sawalih.Marghara3.Sadat.Awlad Sulaiman.Marghara1.Zawayia9.Marghara2.Zawayia10.Kargala.Zawayia11.Jmamla.Sabayi.Unaffiliated5.Kawafi.Dababisa.Mtarfa1.Ramla.Unaffiliated17.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Marghara9.Marghara11.Marghara10.Warfalla11.Warfalla12.Warfalla14.Warfalla13.Magharha.Saada20.Saada21.Zawayia6.Zawayia7.Kawar.Taureg2.Warfalla8.Zawayia5.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Zawayia2.Taureg1.Zawayia3.Zawayia4.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,289.64000000000004,3
45,0.30756639261914415,0.1,1.3,Saada6.Unaffiliated2.Saada2	.Saada4.Saada3.Saada5.Saada1	.Saada7.Saada8.Saada12.Saada10.Hasawna.Unaffiliated7.Unaffiliated9.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada13.Saada15.Saada14.Saada16,118.42999999999998,3
46,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,4
47,0.9893617021276596,0.1,1.35,Unaffiliated10,1.5,4
48,1.0,0.1,1.35,Unaffiliated11,1.4500000000000002,4
49,0.9893617021276596,0.1,1.35,Unaffiliated1,0.8,4
50,0.9574468085106382,0.1,1.35,Unaffiliated6,1.35,4
51,0.9893617021276596,0.1,1.35,Unaffiliated15	,1.65,4
52,0.9893617021276596,0.1,1.35,Unaffiliated18,2.25,4
53,0.9255319148936169,0.1,1.35,Unaffiliated3,0.45,4
54,0.32978723404255317,0.1,1.35,Msika,3.1,4
55,0.3404255319148936,0.1,1.35,Saada9,1.05,4
56,0.3404255319148936,0.1,1.35,Saada11,1.05,4
57,0.6300509719751521,0.1,1.35,Unaffiliated13.Warfalla2.Warfalla3.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated5.Mtarfa1.Kawafi.Warfalla11.Dababisa.Matarfa2.Ramla.Unaffiliated17.Zamoura.Warfalla14.Warfalla13.Magharha.Marghara9.Warfalla12.Marghara10.Marghara11.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17.Saada19.Zawayia2.Unaffiliated16	.Warfalla5.Saada20.Saada21.Zawayia3.Zawayia4.el-Mahjoub.Zawayia5.Zawayia6.Zawayia7.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Kawar.Warfalla8.Taureg1.Taureg2.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Masimir	.Saada10.Saada13.Saada15.Hasawna.Saada17.Unaffiliated14.Magariha.al-Mujabra.Saada18.Unaffiliated8.Unaffiliated7.Unaffiliated9.al-Sawalih.Marghara3.Sadat.Awlad Sulaiman.Kargala.Zawayia11.Jmamla.Sabayi.Marghara1.Zawayia9.Marghara2.Zawayia10.Warfalla4.Taureg5.Zawayia8.Taureg4,313.06500000000005,4
58,0.29754374439757847,0.1,1.35,Saada6.Unaffiliated2.Tebu.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada3.Saada5.Zawayia1.Saada14.Saada16.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat,104.15249999999999,4
59,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,5
60,0.06382978723404255,0.1,1.4,Unaffiliated2,0.65,5
61,0.010638297872340425,0.1,1.4,Tebu,0.35,5
62,0.3902451589284955,0.1,1.4,Saada6.Saada14.Saada16.Unaffiliated7.Unaffiliated9.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada3.Saada5.Saada17.Unaffiliated14.Saada18.Unaffiliated8.Zawayia2.Taureg1.Zawayia3.Zawayia4.Kawar.Taureg2.Beni Hilal.Gaddafi.Beni Salim.Beni Salim2.Magariha.al-Mujabra.Saada19.Zawayia1.Saada20.Zamoura.Saada21.el-Mahjoub.Warfalla8.Zawayia5.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Zawayia8.Taureg4,203.62999999999982,5
63,0.6952091751109295,0.1,1.4,Unaffiliated5.Kawafi.Zawaiya.Zawiya.Warfalla1.Warfalla2.Unaffiliated4.Unaffiliated13.Warfalla3.Matarfa2.Dababisa.Mtarfa1.Ramla.Unaffiliated17.Unaffiliated3.Unaffiliated10.Unaffiliated11.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Marghara9.Warfalla12.Marghara10.Marghara11.Warfalla11.Warfalla14.Warfalla13.Magharha.al-Sawalih.Warfalla5.Unaffiliated16	.Warfalla4.Marghara3.Kargala.Sadat.Awlad Sulaiman.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Jmamla.Sabayi.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,248.14999999999998,5
64,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,6
65,0.9255319148936169,0.1,1.45,Unaffiliated3,0.45,6
66,0.9893617021276596,0.1,1.45,Unaffiliated10,1.5,6
67,1.0,0.1,1.45,Unaffiliated11,1.4500000000000002,6
68,0.9893617021276596,0.1,1.45,Unaffiliated1,0.8,6
69,0.9574468085106382,0.1,1.45,Unaffiliated6,1.35,6
70,0.9893617021276596,0.1,1.45,Unaffiliated15	,1.65,6
71,0.9893617021276596,0.1,1.45,Unaffiliated18,2.25,6
72,0.14893617021276595,0.1,1.45,Saada3,1.05,6
73,0.06382978723404255,0.1,1.45,Unaffiliated2,0.65,6
74,0.010638297872340425,0.1,1.45,Tebu,0.35,6
75,0.19148936170212766,0.1,1.45,Saada2	,1.05,6
76,0.19148936170212766,0.1,1.45,Saada4,1.05,6
77,0.18085106382978722,0.1,1.45,Saada5,1.05,6
78,0.20212765957446807,0.1,1.45,Saada6,1.05,6
79,0.5516830960029617,0.1,1.45,Warfalla13.Magharha.Marghara9.Warfalla12.Warfalla11.Warfalla14.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Unaffiliated5.Kawafi.Dababisa.Mtarfa1.Marghara10.Marghara11.Ramla.Unaffiliated17.al-Sawalih.Warfalla5.Unaffiliated16	.Warfalla4.Marghara3.Kargala.Sadat.Awlad Sulaiman.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Jmamla.Sabayi.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17.Saada14.Saada16.Unaffiliated7.Unaffiliated9.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Saada1	.Saada7.Saada8.Saada12.Saada17.Unaffiliated14.Magariha.al-Mujabra.Saada18.Unaffiliated8.Saada19.Zawayia1.Saada20.Zamoura.Saada21.el-Mahjoub.Zawayia2.Taureg1.Zawayia3.Zawayia4.al-Jarsha.Taureg3.Zawayia8.Taureg4.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Kawar.Taureg2.Warfalla8.Zawayia5.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi,446.6000000000005,6
80,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,7
81,0.6636175079914751,0.1,1.5,Saada19.Zawayia2.Zawayia3.Taureg1.Saada20.Saada21.el-Mahjoub.Zawayia4.Kawar.Taureg2.Warfalla8.Zawayia5.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.al-Sawalih.Warfalla5.Unaffiliated16	.Warfalla4.Marghara3.Kargala.Sadat.Awlad Sulaiman.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Jmamla.Sabayi.Unaffiliated3.Unaffiliated10.Unaffiliated11.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Unaffiliated5.Kawafi.Dababisa.Mtarfa1.Marghara10.Marghara11.Ramla.Unaffiliated17.Zamoura.Zawayia1.Warfalla13.Magharha.Marghara9.Warfalla12.Warfalla11.Warfalla14.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17.al-Jarsha.Taureg3.Zawayia8.Taureg4.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata,334.19999999999993,7
82,0.3213244959918235,0.1,1.5,Saada14.Saada16.Saada3.Unaffiliated2.Tebu.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Saada17.Unaffiliated14.Unaffiliated7.Unaffiliated9.Saada18.Unaffiliated8.Magariha.al-Mujabra.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna,151.34999999999997,7
83,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,8
84,0.06382978723404255,0.1,1.55,Unaffiliated2,0.65,8
85,0.010638297872340425,0.1,1.55,Tebu,0.35,8
86,0.14893617021276595,0.1,1.55,Saada3,1.05,8
87,0.9893617021276596,0.1,1.55,Unaffiliated10,1.5,8
88,1.0,0.1,1.55,Unaffiliated11,1.4500000000000002,8
89,0.9893617021276596,0.1,1.55,Unaffiliated1,0.8,8
90,0.9893617021276596,0.1,1.55,Unaffiliated15	,1.65,8
91,0.9893617021276596,0.1,1.55,Unaffiliated18,2.25,8
92,0.5512580710069066,0.1,1.55,Saada15.Saada2	.Saada4.Saada5.Saada6.Unaffiliated16	.Warfalla4.Saada1	.Saada7.Saada8.Saada12.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.el-Mahjoub.Zawayia5.Zawayia6.Zawayia7.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Saada17.Unaffiliated14.Saada18.Unaffiliated8.al-Mujabra.Unaffiliated9.Unaffiliated7.Hasawna.Saada19.Zawayia1.Saada20.Saada21.Zawayia2.Zawayia3.Zawayia4.Taureg1.Kawar.Taureg2.Gaddafi.Warfalla8.Beni Salim.Magariha.Beni Salim2.Beni Hilal.al-Sawalih.Warfalla5.Sadat.Awlad Sulaiman.Kargala.Zawayia11.Jmamla.Sabayi.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Marghara3.Zawayia8.Taureg4.Unaffiliated6.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Dababisa.Matarfa2.Warfalla2.Warfalla3.Unaffiliated3.Zamoura.Warfalla13.Magharha.Marghara9.Warfalla12.Warfalla11.Warfalla14.Unaffiliated5.Mtarfa1.Kawafi.Unaffiliated13.Marghara10.Marghara11.Ramla.Unaffiliated17.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,486.7,8
93,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,9
94,0.010638297872340425,0.1,1.6,Tebu,0.35,9
95,0.06382978723404255,0.1,1.6,Unaffiliated2,0.65,9
96,0.14893617021276595,0.1,1.6,Saada3,1.05,9
97,1.0,0.1,1.6,Unaffiliated11,1.4500000000000002,9
98,0.5592815849917052,0.1,1.6,Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Saada19.Zawayia2.Saada20.Zawayia1.Saada21.el-Mahjoub.Zawayia3.Zawayia4.Saada18.Unaffiliated8.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Saada15.Unaffiliated14.Unaffiliated7.Hasawna.Saada17.Unaffiliated9.Magariha.al-Mujabra.al-Sawalih.Marghara3.Sadat.Awlad Sulaiman.Kargala.Zawayia11.Jmamla.Sabayi.Marghara1.Zawayia9.Marghara2.Zawayia10.Warfalla4.Taureg5.Warfalla5.Zawayia7.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia6.Zawayia8.Taureg4.Kawar.Taureg2.Zawayia5.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Unaffiliated3.Unaffiliated10.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Unaffiliated5.Kawafi.Dababisa.Mtarfa1.Marghara10.Marghara11.Ramla.Unaffiliated17.Zamoura.Unaffiliated16	.Warfalla13.Magharha.Marghara9.Warfalla12.Warfalla11.Warfalla14.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,512.32,9
99,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,10
100,0.06382978723404255,0.1,1.7,Unaffiliated2,0.65,10
101,0.010638297872340425,0.1,1.7,Tebu,0.35,10
102,0.5587530768759682,0.1,1.7,Zamoura.Warfalla14.Marghara5.Warfalla9.Kawafi.Matarfa2.Dababisa.Mtarfa1.Marghara9.Warfalla12.Warfalla13.Magharha.Marghara10.Marghara11.Ramla.Unaffiliated17.Marghara4.Unaffiliated12.Marghara6.Awlad Bu Saif.Maslata.Masrata.Jmamla.Sabayi.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17.Saada3.Saada15.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Unaffiliated1.Unaffiliated6.Unaffiliated5.Warfalla11.Zawaiya.Zawiya.Warfalla2.Warfalla3.Unaffiliated3.Unaffiliated13.Unaffiliated4.Warfalla1.Unaffiliated15	.Unaffiliated18.Unaffiliated10.Unaffiliated11.Saada17.Unaffiliated9.Magariha.al-Mujabra.Saada18.Unaffiliated8.Saada20.Unaffiliated14.Saada21.el-Mahjoub.Zawayia4.Zawayia5.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Saada19.Zawayia1.Zawayia2.Zawayia3.al-Sawalih.Unaffiliated16	.Unaffiliated7.Hasawna.Kawar.Taureg2.Warfalla8.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.al-Jarsha.Taureg3.Zawayia8.Taureg4.Marghara1.Zawayia9.Warfalla4.Taureg5.Marghara2.Zawayia10.Kargala.Zawayia11.Marghara3.Warfalla5.Sadat.Awlad Sulaiman,548.5900000000003,10
103,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,11
104,0.010638297872340425,0.1,1.8,Tebu,0.35,11
105,0.5566104665200065,0.1,1.8,Unaffiliated5.Mtarfa1.Dababisa.Matarfa2.Marghara9.Warfalla12.Warfalla11.Warfalla14.Marghara10.Marghara11.Ramla.Unaffiliated17.Marghara4.Unaffiliated12.Marghara6.Awlad Bu Saif.Warfalla10.Warfalla15.Warfalla16.Warfalla17.Marghara5.Warfalla9.Warfalla13.Magharha.Marghara7.Tawajeer.Marghara8.al-Awaqir.al-Sawalih.Warfalla5.Sadat.Awlad Sulaiman.Maslata.Masrata.Jmamla.Sabayi.Marghara1.Zawayia10.Zawayia9.Taureg5.Marghara2.Marghara3.Kargala.Zawayia11.al-Jarsha.Taureg3.Zawayia8.Taureg4.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Kawar.Taureg2.Warfalla8.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Unaffiliated2.Saada3.Saada15.Saada2	.Saada4.Saada5.Saada6.Saada1	.Saada7.Saada8.Saada12.Saada18.Unaffiliated8.Saada20.Unaffiliated14.Unaffiliated1.Unaffiliated6.Unaffiliated3.Zamoura.Unaffiliated15	.Unaffiliated18.Unaffiliated10.Unaffiliated11.Unaffiliated4.Warfalla1.Kawafi.Unaffiliated13.Zawaiya.Zawiya.Warfalla2.Warfalla3.Saada17.Unaffiliated9.Magariha.al-Mujabra.Saada19.Zawayia1.Unaffiliated7.Hasawna.Saada21.el-Mahjoub.Unaffiliated16	.Warfalla4.Zawayia2.Zawayia3.Zawayia4.Zawayia5,582.0300000000007,11
106,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,12
107,0.010638297872340425,0.1,1.9,Tebu,0.35,12
