,Affinity,Compromise,Efficiency,Groups,Power,Run
30,0.8855658488663061,0.1,1.1,Zawiya,2.1,0
31,0.8664169126960933,0.1,1.1,Unaffiliated4,1.45,0
32,0.8664169126960933,0.1,1.1,Warfalla1,1.65,0
33,0.856842444610987,0.1,1.1,Warfalla2,1.7,0
34,0.8472679765258806,0.1,1.1,Warfalla3,1.7,0
35,0.8472679765258806,0.1,1.1,Unaffiliated13,1.05,0
36,0.8281190403556679,0.1,1.1,Matarfa2,1.5,0
37,0.808970104185455,0.1,1.1,Dababisa,1.4500000000000002,0
38,0.808970104185455,0.1,1.1,Mtarfa1,1.5,0
39,0.808970104185455,0.1,1.1,Ramla,2.2,0
40,0.8185445722705614,0.1,1.1,Unaffiliated17,2.95,0
41,0.7993956361003487,0.1,1.1,Unaffiliated5,1.65,0
42,0.7419488275897104,0.1,1.1,Warfalla14,1.7,0
43,0.7706722318450295,0.1,1.1,Marghara11,2.05,0
44,0.7706722318450295,0.1,1.1,Warfalla11,1.7,0
45,0.7898211680152424,0.1,1.1,Kawafi,1.35,0
46,0.7802466999301358,0.1,1.1,Marghara10,2.05,0
47,0.7610977637599231,0.1,1.1,Marghara9,2.05,0
48,0.7610977637599231,0.1,1.1,Warfalla12,1.7,0
49,"
","
","
","
","
",0
50,0.31678991828460096,0.1,1.1,Saada12.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.Msika.al-Rahmana.al-Habun1	.Saada10.Saada13.Saada15.Hasawna.Masamir		.al-Qunashat.Masimir	.al-Marirat		.Saada9.Saada11.Saada14.Saada16,87.55999999999997,0
51,0.2615502892885567,0.1,1.1,Saada12,1.05,0
52,0.2902736935438759,0.1,1.1,Al-Ubaidat1		,33.0,0
53,0.29984816162898226,0.1,1.1,Ulum,4.3,0
54,0.3094226297140887,0.1,1.1,Al-Ubaidat2		,4.949999999999999,0
55,0.3285715658843014,0.1,1.1,Msika,3.1,0
56,0.3381460339694078,0.1,1.1,al-Rahmana,4.15,0
57,0.3285715658843014,0.1,1.1,al-Habun1	,4.65,0
58,0.36686943822472695,0.1,1.1,Saada10,1.05,0
59,0.3572949701396205,0.1,1.1,Saada13,1.05,0
60,0.34772050205451416,0.1,1.1,Saada15,1.05,0
61,0.39559284248004606,0.1,1.1,Hasawna,1.3,0
62,0.3381460339694078,0.1,1.1,Masamir		,3.35,0
63,0.3572949701396205,0.1,1.1,al-Qunashat,4.55,0
64,0.34772050205451416,0.1,1.1,Masimir	,3.25,0
65,0.3572949701396205,0.1,1.1,al-Marirat		,4.6,0
66,0.3381460339694078,0.1,1.1,Saada9,1.05,0
67,0.3381460339694078,0.1,1.1,Saada11,1.05,0
68,0.3381460339694078,0.1,1.1,Saada14,1.05,0
69,0.3381460339694078,0.1,1.1,Saada16,1.05,0
70,"
","
","
","
","
",0
71,0.6237230154987885,0.1,1.1,el-Mahjoub.Zawayia6.Zawayia5.Zawayia7.Kawar.Zawayia4.Gaddafi.Warfalla8.Saada21.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Marghara1.Zawayia9.Zawayia8.Taureg4.Marghara2.Zawayia10.Warfalla4.Sadat.Warfalla10.Warfalla15.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Warfalla16.Warfalla17.al-Sawalih.Marghara5.Warfalla9.Zamoura.Unaffiliated12.Marghara4.Awlad Sulaiman.Marghara3.Jmamla.Kargala.Warfalla5.Unaffiliated16	.Taureg5.Sabayi.Zawayia11,167.03500000000003,0
72,0.5605510723017647,0.1,1.1,el-Mahjoub,1.25,0
73,0.5605510723017647,0.1,1.1,Zawayia6,1.6,0
74,0.5509766042166583,0.1,1.1,Zawayia5,1.5,0
75,0.570125540386871,0.1,1.1,Zawayia7,1.7,0
76,0.5414021361315519,0.1,1.1,Kawar,1.85,0
77,0.5414021361315519,0.1,1.1,Zawayia4,1.4,0
78,0.5509766042166583,0.1,1.1,Gaddafi,3.25,0
79,0.5509766042166583,0.1,1.1,Warfalla8,1.7,0
80,0.5414021361315519,0.1,1.1,Saada21,1.05,0
81,0.570125540386871,0.1,1.1,al-Jarsha,1.7999999999999998,0
82,0.570125540386871,0.1,1.1,Taureg3,1.8,0
83,0.570125540386871,0.1,1.1,Warfalla6,1.7,0
84,0.570125540386871,0.1,1.1,Warfalla7,1.7,0
85,0.5892744765570839,0.1,1.1,Marghara1,2.05,0
86,0.5892744765570839,0.1,1.1,Zawayia9,1.9,0
87,0.5797000084719774,0.1,1.1,Zawayia8,1.8,0
88,0.5797000084719774,0.1,1.1,Taureg4,1.85,0
89,0.6084234127272966,0.1,1.1,Marghara2,2.05,0
90,0.5988489446421902,0.1,1.1,Zawayia10,2.0,0
91,0.5988489446421902,0.1,1.1,Warfalla4,1.7,0
92,0.5988489446421902,0.1,1.1,Sadat,33.0,0
93,0.7137425616634667,0.1,1.1,Warfalla10,1.7,0
94,0.7137425616634667,0.1,1.1,Warfalla15,1.7,0
95,0.6850191574081476,0.1,1.1,Marghara6,2.05,0
96,0.6850191574081476,0.1,1.1,Awlad Bu Saif,2.3,0
97,0.6754446893230412,0.1,1.1,Maslata,3.1999999999999997,0
98,0.6754446893230412,0.1,1.1,Masrata,3.25,0
99,0.7041680935783604,0.1,1.1,Marghara7,2.05,0
100,0.7041680935783604,0.1,1.1,Tawajeer,2.0,0
101,0.7041680935783604,0.1,1.1,Warfalla16,1.7,0
102,0.694593625493254,0.1,1.1,Warfalla17,1.7,0
103,0.6275723488975093,0.1,1.1,al-Sawalih,1.5999999999999999,0
104,0.6658702212379348,0.1,1.1,Marghara5,2.05,0
105,0.6658702212379348,0.1,1.1,Warfalla9,1.7,0
106,0.6658702212379348,0.1,1.1,Zamoura,1.0,0
107,0.6562957531528284,0.1,1.1,Unaffiliated12,2.05,0
108,0.6467212850677221,0.1,1.1,Marghara4,2.05,0
109,0.6562957531528284,0.1,1.1,Awlad Sulaiman,33.0,0
110,0.6275723488975093,0.1,1.1,Marghara3,2.05,0
111,0.6275723488975093,0.1,1.1,Jmamla,3.75,0
112,0.6179978808124029,0.1,1.1,Kargala,2.3,0
113,0.6179978808124029,0.1,1.1,Warfalla5,1.7,0
114,0.5988489446421902,0.1,1.1,Unaffiliated16	,1.05,0
115,0.5892744765570839,0.1,1.1,Taureg5,1.9,0
116,0.6084234127272966,0.1,1.1,Sabayi,3.25,0
117,0.6084234127272966,0.1,1.1,Zawayia11,2.0999999999999996,0
118,"
","
","
","
","
",0
119,0.045212765957446804,0.1,1.1,Unaffiliated2.Tebu,1.1,0
120,0.06196808510638297,0.1,1.1,Unaffiliated2,0.65,0
121,0.014095744680851063,0.1,1.1,Tebu,0.35,0
122,"
","
","
","
","
",0
123,0.9862629171420028,0.1,1.1,Unaffiliated10.Unaffiliated11.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18,9.9,0
124,0.9890288745888113,0.1,1.1,Unaffiliated10,1.5,0
125,0.9986033426739176,0.1,1.1,Unaffiliated11,1.4500000000000002,0
126,0.9890288745888113,0.1,1.1,Unaffiliated1,0.8,0
127,0.960305470333492,0.1,1.1,Unaffiliated6,1.35,0
128,0.9890288745888113,0.1,1.1,Unaffiliated15	,1.65,0
129,0.9890288745888113,0.1,1.1,Unaffiliated18,2.25,0
130,"
","
","
","
","
",0
131,NON ALLY,NON ALLY,NON ALLY,NON ALLY,NON ALLY,0
132,0.9255319148936169,0.1,1.1,Unaffiliated3,0.45,0
133,0.5212765957446809,0.1,1.1,Saada20,1.05,0
134,0.5212765957446809,0.1,1.1,Zawayia3,1.3,0
135,0.5212765957446809,0.1,1.1,Taureg2,1.8,0
136,0.7340425531914894,0.1,1.1,Marghara8,2.05,0
137,0.7340425531914894,0.1,1.1,al-Awaqir,2.3499999999999996,0
138,0.7446808510638298,0.1,1.1,Warfalla13,1.7,0
139,0.7446808510638298,0.1,1.1,Magharha,1.75,0
140,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,1
141,0.8798414559200048,0.1,1.2,Unaffiliated3.Unaffiliated10.Unaffiliated11.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Dababisa.Mtarfa1.Unaffiliated5.Kawafi.Ramla.Unaffiliated17.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3,39.9,1
142,0.9205869366430892,0.1,1.2,Unaffiliated3,0.45,1
143,0.9780337451537277,0.1,1.2,Unaffiliated10,1.5,1
144,0.987608213238834,0.1,1.2,Unaffiliated11,1.4500000000000002,1
145,0.9780337451537277,0.1,1.2,Unaffiliated1,0.8,1
146,0.9493103408984084,0.1,1.2,Unaffiliated6,1.35,1
147,0.9780337451537277,0.1,1.2,Unaffiliated15	,1.65,1
148,0.9780337451537277,0.1,1.2,Unaffiliated18,2.25,1
149,0.8152677877069191,0.1,1.2,Dababisa,1.4500000000000002,1
150,0.8152677877069191,0.1,1.2,Mtarfa1,1.5,1
151,0.8056933196218127,0.1,1.2,Unaffiliated5,1.65,1
152,0.7961188515367064,0.1,1.2,Kawafi,1.35,1
153,0.8152677877069191,0.1,1.2,Ramla,2.2,1
154,0.8248422557920255,0.1,1.2,Unaffiliated17,2.95,1
155,0.8727145962175573,0.1,1.2,Unaffiliated4,1.45,1
156,0.8727145962175573,0.1,1.2,Warfalla1,1.65,1
157,0.8918635323877702,0.1,1.2,Zawaiya,1.5499999999999998,1
158,0.8918635323877702,0.1,1.2,Zawiya,2.1,1
159,0.8535656600473447,0.1,1.2,Unaffiliated13,1.05,1
160,0.8344167238771318,0.1,1.2,Matarfa2,1.5,1
161,0.863140128132451,0.1,1.2,Warfalla2,1.7,1
162,0.8535656600473447,0.1,1.2,Warfalla3,1.7,1
163,"
","
","
","
","
",1
164,0.3093597158000641,0.1,1.2,Unaffiliated7.Unaffiliated9.Saada10.Saada13.Saada15.Hasawna.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada12.Saada14.Saada16.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Saada1	.Saada7.Saada6.Saada8.Saada2	.Saada4.Saada3.Saada5,108.53999999999996,1
165,0.4138743765389229,0.1,1.2,Unaffiliated7,1.15,1
166,0.42344884462402926,0.1,1.2,Unaffiliated9,1.3,1
167,0.366002036113391,0.1,1.2,Saada10,1.05,1
168,0.35642756802828457,0.1,1.2,Saada13,1.05,1
169,0.3468530999431782,0.1,1.2,Saada15,1.05,1
170,0.3947254403687101,0.1,1.2,Hasawna,1.3,1
171,0.33727863185807183,0.1,1.2,Masamir		,3.35,1
172,0.33727863185807183,0.1,1.2,al-Rahmana,4.15,1
173,0.35642756802828457,0.1,1.2,al-Marirat		,4.6,1
174,0.35642756802828457,0.1,1.2,al-Qunashat,4.55,1
175,0.3468530999431782,0.1,1.2,Masimir	,3.25,1
176,0.32770416377296546,0.1,1.2,Msika,3.1,1
177,0.33727863185807183,0.1,1.2,Saada9,1.05,1
178,0.33727863185807183,0.1,1.2,Saada11,1.05,1
179,0.26068288717722077,0.1,1.2,Saada12,1.05,1
180,0.33727863185807183,0.1,1.2,Saada14,1.05,1
181,0.33727863185807183,0.1,1.2,Saada16,1.05,1
182,0.28940629143253993,0.1,1.2,Al-Ubaidat1		,33.0,1
183,0.2989807595176463,0.1,1.2,Ulum,4.3,1
184,0.3085552276027527,0.1,1.2,Al-Ubaidat2		,4.949999999999999,1
185,0.32770416377296546,0.1,1.2,al-Habun1	,4.65,1
186,0.25110841909211434,0.1,1.2,Saada1	,1.05,1
187,0.25110841909211434,0.1,1.2,Saada7,1.05,1
188,0.21281054675168887,0.1,1.2,Saada6,1.05,1
189,0.24153395100700803,0.1,1.2,Saada8,1.05,1
190,0.2032360786665825,0.1,1.2,Saada2	,1.05,1
191,0.2032360786665825,0.1,1.2,Saada4,1.05,1
192,0.16493820632615694,0.1,1.2,Saada3,1.05,1
193,0.1936616105814761,0.1,1.2,Saada5,1.05,1
194,"
","
","
","
","
",1
195,0.6172078321881976,0.1,1.2,Saada17.Unaffiliated14.Saada18.Unaffiliated8.Beni Salim.Beni Salim2.Magariha.al-Mujabra.Saada20.Zawayia3.Zawayia2.Taureg1.Kawar.Taureg2.Beni Hilal.Gaddafi.Saada19.Zawayia1.Saada21.Zawayia4.el-Mahjoub.Zamoura.Zawayia8.Taureg4.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia5.Zawayia6.Zawayia7.al-Sawalih.Marghara3.Sadat.Awlad Sulaiman.Kargala.Warfalla5.Jmamla.Sabayi.Marghara1.Zawayia9.Warfalla4.Zawayia10.Marghara2.Zawayia11.Unaffiliated16	.Taureg5.Marghara9.Warfalla12.Marghara10.Marghara11.Warfalla11.Warfalla14.Warfalla13.Magharha.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,238.8,1
196,0.4832302314183915,0.1,1.2,Saada17,1.05,1
197,0.4832302314183915,0.1,1.2,Unaffiliated14,1.0,1
198,0.4928046995034978,0.1,1.2,Saada18,1.05,1
199,0.4928046995034978,0.1,1.2,Unaffiliated8,1.25,1
200,0.4928046995034978,0.1,1.2,Beni Salim,3.05,1
201,0.5023791675886041,0.1,1.2,Beni Salim2,3.05,1
202,0.4832302314183915,0.1,1.2,Magariha,2.85,1
203,0.4640812952481787,0.1,1.2,al-Mujabra,2.25,1
204,0.5311025718439234,0.1,1.2,Saada20,1.05,1
205,0.5311025718439234,0.1,1.2,Zawayia3,1.3,1
206,0.521528103758817,0.1,1.2,Zawayia2,1.2,1
207,0.521528103758817,0.1,1.2,Taureg1,1.7999999999999998,1
208,0.5406770399290297,0.1,1.2,Kawar,1.85,1
209,0.5311025718439234,0.1,1.2,Taureg2,1.8,1
210,0.521528103758817,0.1,1.2,Beni Hilal,3.25,1
211,0.5502515080141361,0.1,1.2,Gaddafi,3.25,1
212,0.521528103758817,0.1,1.2,Saada19,1.05,1
213,0.5119536356737107,0.1,1.2,Zawayia1,1.05,1
214,0.5406770399290297,0.1,1.2,Saada21,1.05,1
215,0.5406770399290297,0.1,1.2,Zawayia4,1.4,1
216,0.5598259760992426,0.1,1.2,el-Mahjoub,1.25,1
217,0.6651451250354127,0.1,1.2,Zamoura,1.0,1
218,0.5789749122694553,0.1,1.2,Zawayia8,1.8,1
219,0.5789749122694553,0.1,1.2,Taureg4,1.85,1
220,0.5694004441843489,0.1,1.2,al-Jarsha,1.7999999999999998,1
221,0.5694004441843489,0.1,1.2,Taureg3,1.8,1
222,0.5694004441843489,0.1,1.2,Warfalla6,1.7,1
223,0.5694004441843489,0.1,1.2,Warfalla7,1.7,1
224,0.5502515080141361,0.1,1.2,Warfalla8,1.7,1
225,0.5502515080141361,0.1,1.2,Zawayia5,1.5,1
226,0.5598259760992426,0.1,1.2,Zawayia6,1.6,1
227,0.5694004441843489,0.1,1.2,Zawayia7,1.7,1
228,0.6268472526949872,0.1,1.2,al-Sawalih,1.5999999999999999,1
229,0.6268472526949872,0.1,1.2,Marghara3,2.05,1
230,0.598123848439668,0.1,1.2,Sadat,33.0,1
231,0.6555706569503064,0.1,1.2,Awlad Sulaiman,33.0,1
232,0.6172727846098809,0.1,1.2,Kargala,2.3,1
233,0.6172727846098809,0.1,1.2,Warfalla5,1.7,1
234,0.6268472526949872,0.1,1.2,Jmamla,3.75,1
235,0.6076983165247745,0.1,1.2,Sabayi,3.25,1
236,0.5885493803545617,0.1,1.2,Marghara1,2.05,1
237,0.5885493803545617,0.1,1.2,Zawayia9,1.9,1
238,0.598123848439668,0.1,1.2,Warfalla4,1.7,1
239,0.598123848439668,0.1,1.2,Zawayia10,2.0,1
240,0.6076983165247745,0.1,1.2,Marghara2,2.05,1
241,0.6076983165247745,0.1,1.2,Zawayia11,2.0999999999999996,1
242,0.598123848439668,0.1,1.2,Unaffiliated16	,1.05,1
243,0.5885493803545617,0.1,1.2,Taureg5,1.9,1
244,0.7417408697162637,0.1,1.2,Marghara9,2.05,1
245,0.7417408697162637,0.1,1.2,Warfalla12,1.7,1
246,0.7608898058864766,0.1,1.2,Marghara10,2.05,1
247,0.7513153378013702,0.1,1.2,Marghara11,2.05,1
248,0.7513153378013702,0.1,1.2,Warfalla11,1.7,1
249,0.722591933546051,0.1,1.2,Warfalla14,1.7,1
250,0.7321664016311574,0.1,1.2,Warfalla13,1.7,1
251,0.7321664016311574,0.1,1.2,Magharha,1.75,1
252,0.6459961888651999,0.1,1.2,Marghara4,2.05,1
253,0.6555706569503064,0.1,1.2,Unaffiliated12,2.05,1
254,0.6651451250354127,0.1,1.2,Marghara5,2.05,1
255,0.6651451250354127,0.1,1.2,Warfalla9,1.7,1
256,0.6842940612056254,0.1,1.2,Marghara6,2.05,1
257,0.6842940612056254,0.1,1.2,Awlad Bu Saif,2.3,1
258,0.6747195931205191,0.1,1.2,Maslata,3.1999999999999997,1
259,0.6747195931205191,0.1,1.2,Masrata,3.25,1
260,0.7034429973758383,0.1,1.2,Marghara7,2.05,1
261,0.7034429973758383,0.1,1.2,Tawajeer,2.0,1
262,0.722591933546051,0.1,1.2,Marghara8,2.05,1
263,0.722591933546051,0.1,1.2,al-Awaqir,2.3499999999999996,1
264,0.7130174654609446,0.1,1.2,Warfalla10,1.7,1
265,0.7130174654609446,0.1,1.2,Warfalla15,1.7,1
266,0.7034429973758383,0.1,1.2,Warfalla16,1.7,1
267,0.6938685292907318,0.1,1.2,Warfalla17,1.7,1
268,"
","
","
","
","
",1
269,0.045212765957446804,0.1,1.2,Unaffiliated2.Tebu,1.2,1
270,0.06196808510638297,0.1,1.2,Unaffiliated2,0.65,1
271,0.014095744680851063,0.1,1.2,Tebu,0.35,1
272,"
","
","
","
","
",1
273,NON ALLY,NON ALLY,NON ALLY,NON ALLY,NON ALLY,1
274,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,2
275,0.6382896247913364,0.1,1.25,Saada19.Zawayia1.Saada20.Saada21.Zawayia2.Taureg1.Zawayia3.Zawayia4.Kawar.Taureg2.Beni Hilal.Gaddafi.Beni Salim.Beni Salim2.Magariha.al-Mujabra.el-Mahjoub.Unaffiliated16	.Warfalla5.Saada17.Unaffiliated14.Saada18.Unaffiliated8.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia5.Zawayia6.Zawayia7.al-Sawalih.Marghara3.Sadat.Awlad Sulaiman.Kargala.Zawayia11.Jmamla.Sabayi.Marghara1.Zawayia9.Warfalla4.Taureg5.Marghara2.Zawayia10.Zawayia8.Taureg4.Unaffiliated13.Zamoura.Kawafi.Unaffiliated5.Mtarfa1.Ramla.Unaffiliated17.Unaffiliated4.Warfalla1.Dababisa.Matarfa2.Warfalla2.Warfalla3.Marghara9.Marghara11.Marghara10.Warfalla11.Warfalla12.Warfalla14.Warfalla13.Magharha.Marghara4.Unaffiliated12.Marghara5.Warfalla9.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,273.93749999999994,2
276,0.5250234270544318,0.1,1.25,Saada19,1.05,2
277,0.5154489589693255,0.1,1.25,Zawayia1,1.05,2
278,0.5345978951395383,0.1,1.25,Saada20,1.05,2
279,0.5441723632246447,0.1,1.25,Saada21,1.05,2
280,0.5250234270544318,0.1,1.25,Zawayia2,1.2,2
281,0.5250234270544318,0.1,1.25,Taureg1,1.7999999999999998,2
282,0.5345978951395383,0.1,1.25,Zawayia3,1.3,2
283,0.5441723632246447,0.1,1.25,Zawayia4,1.4,2
284,0.5441723632246447,0.1,1.25,Kawar,1.85,2
285,0.5345978951395383,0.1,1.25,Taureg2,1.8,2
286,0.5250234270544318,0.1,1.25,Beni Hilal,3.25,2
287,0.553746831309751,0.1,1.25,Gaddafi,3.25,2
288,0.49630002279911273,0.1,1.25,Beni Salim,3.05,2
289,0.5058744908842191,0.1,1.25,Beni Salim2,3.05,2
290,0.48672555471400636,0.1,1.25,Magariha,2.85,2
291,0.46757661854379357,0.1,1.25,al-Mujabra,2.25,2
292,0.5633212993948574,0.1,1.25,el-Mahjoub,1.25,2
293,0.6016191717352829,0.1,1.25,Unaffiliated16	,1.05,2
294,0.6207681079054957,0.1,1.25,Warfalla5,1.7,2
295,0.48672555471400636,0.1,1.25,Saada17,1.05,2
296,0.48672555471400636,0.1,1.25,Unaffiliated14,1.0,2
297,0.49630002279911273,0.1,1.25,Saada18,1.05,2
298,0.49630002279911273,0.1,1.25,Unaffiliated8,1.25,2
299,0.5728957674799638,0.1,1.25,al-Jarsha,1.7999999999999998,2
300,0.5728957674799638,0.1,1.25,Taureg3,1.8,2
301,0.5728957674799638,0.1,1.25,Warfalla6,1.7,2
302,0.5728957674799638,0.1,1.25,Warfalla7,1.7,2
303,0.553746831309751,0.1,1.25,Warfalla8,1.7,2
304,0.553746831309751,0.1,1.25,Zawayia5,1.5,2
305,0.5633212993948574,0.1,1.25,Zawayia6,1.6,2
306,0.5728957674799638,0.1,1.25,Zawayia7,1.7,2
307,0.6303425759906021,0.1,1.25,al-Sawalih,1.5999999999999999,2
308,0.6303425759906021,0.1,1.25,Marghara3,2.05,2
309,0.6016191717352829,0.1,1.25,Sadat,33.0,2
310,0.6590659802459212,0.1,1.25,Awlad Sulaiman,33.0,2
311,0.6207681079054957,0.1,1.25,Kargala,2.3,2
312,0.6111936398203894,0.1,1.25,Zawayia11,2.0999999999999996,2
313,0.6303425759906021,0.1,1.25,Jmamla,3.75,2
314,0.6111936398203894,0.1,1.25,Sabayi,3.25,2
315,0.5920447036501766,0.1,1.25,Marghara1,2.05,2
316,0.5920447036501766,0.1,1.25,Zawayia9,1.9,2
317,0.6016191717352829,0.1,1.25,Warfalla4,1.7,2
318,0.5920447036501766,0.1,1.25,Taureg5,1.9,2
319,0.6111936398203894,0.1,1.25,Marghara2,2.05,2
320,0.6016191717352829,0.1,1.25,Zawayia10,2.0,2
321,0.5824702355650703,0.1,1.25,Zawayia8,1.8,2
322,0.5824702355650703,0.1,1.25,Taureg4,1.85,2
323,0.8314064057778362,0.1,1.25,Unaffiliated13,1.05,2
324,0.6686404483310275,0.1,1.25,Zamoura,1.0,2
325,0.7739595972671979,0.1,1.25,Kawafi,1.35,2
326,0.7835340653523042,0.1,1.25,Unaffiliated5,1.65,2
327,0.7931085334374106,0.1,1.25,Mtarfa1,1.5,2
328,0.7931085334374106,0.1,1.25,Ramla,2.2,2
329,0.802683001522517,0.1,1.25,Unaffiliated17,2.95,2
330,0.8505553419480488,0.1,1.25,Unaffiliated4,1.45,2
331,0.8505553419480488,0.1,1.25,Warfalla1,1.65,2
332,0.7931085334374106,0.1,1.25,Dababisa,1.4500000000000002,2
333,0.8122574696076234,0.1,1.25,Matarfa2,1.5,2
334,0.8409808738629425,0.1,1.25,Warfalla2,1.7,2
335,0.8314064057778362,0.1,1.25,Warfalla3,1.7,2
336,0.7452361930118786,0.1,1.25,Marghara9,2.05,2
337,0.7548106610969851,0.1,1.25,Marghara11,2.05,2
338,0.7643851291820914,0.1,1.25,Marghara10,2.05,2
339,0.7548106610969851,0.1,1.25,Warfalla11,1.7,2
340,0.7452361930118786,0.1,1.25,Warfalla12,1.7,2
341,0.726087256841666,0.1,1.25,Warfalla14,1.7,2
342,0.7356617249267723,0.1,1.25,Warfalla13,1.7,2
343,0.7356617249267723,0.1,1.25,Magharha,1.75,2
344,0.6494915121608149,0.1,1.25,Marghara4,2.05,2
345,0.6590659802459212,0.1,1.25,Unaffiliated12,2.05,2
346,0.6686404483310275,0.1,1.25,Marghara5,2.05,2
347,0.6686404483310275,0.1,1.25,Warfalla9,1.7,2
348,0.6877893845012404,0.1,1.25,Marghara6,2.05,2
349,0.6877893845012404,0.1,1.25,Awlad Bu Saif,2.3,2
350,0.678214916416134,0.1,1.25,Maslata,3.1999999999999997,2
351,0.678214916416134,0.1,1.25,Masrata,3.25,2
352,0.7069383206714531,0.1,1.25,Marghara7,2.05,2
353,0.7069383206714531,0.1,1.25,Tawajeer,2.0,2
354,0.726087256841666,0.1,1.25,Marghara8,2.05,2
355,0.726087256841666,0.1,1.25,al-Awaqir,2.3499999999999996,2
356,0.7165127887565595,0.1,1.25,Warfalla10,1.7,2
357,0.7165127887565595,0.1,1.25,Warfalla15,1.7,2
358,0.7069383206714531,0.1,1.25,Warfalla16,1.7,2
359,0.6973638525863467,0.1,1.25,Warfalla17,1.7,2
360,"
","
","
","
","
",2
361,0.3091396482148476,0.1,1.25,Saada6.Saada2	.Saada4.Saada3.Saada5.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Al-Ubaidat1		.Ulum.Al-Ubaidat2		.al-Habun1	.Masamir		.al-Rahmana.al-Marirat		.al-Qunashat.Saada1	.Saada7.Saada8.Saada12.Saada14.Saada16.Unaffiliated7.Unaffiliated9,113.06249999999999,2
362,0.21259047916647233,0.1,1.25,Saada6,1.05,2
363,0.20301601108136597,0.1,1.25,Saada2	,1.05,2
364,0.20301601108136597,0.1,1.25,Saada4,1.05,2
365,0.1647181387409404,0.1,1.25,Saada3,1.05,2
