,Affinity,Compromise,Efficieny,Groups,Power,Run
26,0.7751266313129039,0.1,1.25,Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Unaffiliated3.Unaffiliated13.Unaffiliated10.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Dababisa.Matarfa2.Warfalla2.Warfalla3.Zamoura.Kawafi.Unaffiliated5.Mtarfa1.Ramla.Unaffiliated17.Marghara9.Marghara11.Marghara10.Warfalla11.Warfalla12.Warfalla14.Warfalla13.Magharha.Marghara5.Warfalla9.Unaffiliated12.Awlad Sulaiman.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,102.5625,2
27,0.556162577335132,0.1,1.25,Saada17.Unaffiliated14.Saada18.Unaffiliated8.Beni Salim.Beni Salim2.Magariha.al-Mujabra.Kawar.Taureg2.Beni Hilal.Gaddafi.Zawayia2.Taureg1.Zawayia3.Zawayia4.el-Mahjoub.Zawayia8.Taureg4.Saada19.Zawayia1.Saada20.Saada21.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia5.Zawayia6.Zawayia7.al-Sawalih.Marghara4.Unaffiliated16	.Warfalla5.Marghara3.Jmamla.Kargala.Zawayia11.Marghara1.Zawayia9.Warfalla4.Taureg5.Marghara2.Zawayia10.Sadat.Sabayi,112.12499999999999,2
28,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,3
29,0.010638297872340425,0.1,1.3,Tebu,0.35,3
30,0.9893617021276596,0.1,1.3,Unaffiliated10,1.5,3
31,1.0,0.1,1.3,Unaffiliated11,1.4500000000000002,3
32,0.9893617021276596,0.1,1.3,Unaffiliated1,0.8,3
33,0.9574468085106382,0.1,1.3,Unaffiliated6,1.35,3
34,0.9893617021276596,0.1,1.3,Unaffiliated15	,1.65,3
35,0.9893617021276596,0.1,1.3,Unaffiliated18,2.25,3
36,0.648684374427931,0.1,1.3,Saada17.Unaffiliated14.Saada18.Unaffiliated8.Beni Salim.Beni Salim2.Magariha.al-Mujabra.Kawar.Taureg2.Beni Hilal.Gaddafi.Zawayia2.Taureg1.Zawayia3.Zawayia4.Saada19.Zawayia1.Saada20.Saada21.el-Mahjoub.Unaffiliated16	.Zawayia8.Taureg4.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia5.Zawayia6.Zawayia7.Dababisa.Mtarfa1.Unaffiliated5.Kawafi.Ramla.Unaffiliated17.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Unaffiliated3.Marghara9.Marghara11.Marghara10.Warfalla11.Warfalla12.Warfalla14.Warfalla13.Magharha.Zamoura.Marghara4.al-Sawalih.Warfalla5.Marghara3.Jmamla.Kargala.Zawayia11.Marghara1.Zawayia9.Warfalla4.Taureg5.Marghara2.Zawayia10.Sadat.Sabayi.Marghara5.Warfalla9.Unaffiliated12.Awlad Sulaiman.Marghara6.Awlad Bu Saif.Maslata.Masrata.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17,213.45999999999995,3
37,0.31680230559523526,0.1,1.3,Saada6.Unaffiliated2.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada3.Saada5.al-Rahmana.al-Habun1	.Saada9.Saada11.Saada13.Saada15.Saada14.Saada16.Saada10.Hasawna.Unaffiliated7.Unaffiliated9.Al-Ubaidat1		.Al-Ubaidat2		.Msika.Ulum.Masamir		.Masimir	.al-Marirat		.al-Qunashat,82.22500000000001,3
38,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,4
39,0.010638297872340425,0.1,1.35,Tebu,0.35,4
40,0.9893617021276596,0.1,1.35,Unaffiliated1,0.8,4
41,0.9574468085106382,0.1,1.35,Unaffiliated6,1.35,4
42,0.9893617021276596,0.1,1.35,Unaffiliated15	,1.65,4
43,0.9893617021276596,0.1,1.35,Unaffiliated18,2.25,4
44,0.9893617021276596,0.1,1.35,Unaffiliated10,1.5,4
45,1.0,0.1,1.35,Unaffiliated11,1.4500000000000002,4
46,0.6438768612793232,0.1,1.35,Unaffiliated3.Unaffiliated13.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Dababisa.Matarfa2.Warfalla2.Warfalla3.Unaffiliated5.Mtarfa1.Ramla.Unaffiliated17.Marghara9.Warfalla12.Marghara10.Marghara11.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla13.Magharha.Kawafi.Warfalla11.al-Sawalih.Warfalla5.Unaffiliated16	.Warfalla4.Saada19.Zawayia2.el-Mahjoub.Zawayia5.Kawar.Warfalla8.Taureg1.Taureg2.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Zawayia8.Taureg4.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Sadat.Sabayi.Saada17.Unaffiliated14.Magariha.al-Mujabra.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Saada18.Unaffiliated8.Unaffiliated7.Unaffiliated9.Saada20.Saada21.Zawayia3.Zawayia4.Zamoura.Warfalla14.Warfalla16.Warfalla17.Marghara5.Warfalla9.Unaffiliated12.Awlad Sulaiman.Marghara3.Marghara4.Kargala.Jmamla.Marghara6.Awlad Bu Saif.Maslata.Masrata,223.56,4
47,0.3153745592453923,0.1,1.35,Saada6.Unaffiliated2.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada3.Saada5.al-Rahmana.al-Habun1	.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Zawayia1.Saada14.Saada16.Al-Ubaidat1		.Al-Ubaidat2		.Msika.Ulum.Masamir		.Masimir	.al-Marirat		.al-Qunashat,83.4975,4
48,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,5
49,0.06382978723404255,0.1,1.4,Unaffiliated2,0.65,5
50,0.010638297872340425,0.1,1.4,Tebu,0.35,5
51,0.14893617021276595,0.1,1.4,Saada3,1.05,5
52,0.18085106382978722,0.1,1.4,Saada5,1.05,5
53,0.4894096885229612,0.1,1.4,Saada6.Saada14.Saada16.Unaffiliated7.Unaffiliated9.Al-Ubaidat1		.Al-Ubaidat2		.Msika.Ulum.al-Rahmana.al-Habun1	.al-Marirat		.al-Qunashat.Masamir		.Masimir	.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada17.Unaffiliated14.Magariha.al-Mujabra.Saada18.Unaffiliated8.Saada19.Zawayia1.al-Sawalih.Warfalla5.Unaffiliated16	.Warfalla4.Marghara5.Warfalla9.Unaffiliated12.Awlad Sulaiman.Marghara3.Marghara4.Kargala.Jmamla.Marghara6.Awlad Bu Saif.Maslata.Masrata.Saada20.Zamoura.Saada21.el-Mahjoub.Zawayia2.Taureg1.Zawayia3.Zawayia4.Kawar.Taureg2.Warfalla8.Zawayia5.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Zawayia8.Taureg4.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Sadat.Sabayi,238.6999999999999,5
54,0.811364832417268,0.1,1.4,Unaffiliated3.Unaffiliated10.Unaffiliated11.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Unaffiliated5.Kawafi.Dababisa.Mtarfa1.Ramla.Unaffiliated17.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17.Marghara9.Warfalla12.Marghara10.Marghara11.Warfalla11.Warfalla14.Warfalla13.Magharha,88.48,5
55,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,6
56,0.010638297872340425,0.1,1.45,Tebu,0.35,6
57,0.714841274512681,0.1,1.45,Saada20.Saada21.el-Mahjoub.Zamoura.Unaffiliated16	.Warfalla4.Warfalla5.al-Jarsha.Taureg3.Zawayia8.Taureg4.Marghara1.Zawayia9.Zawayia10.Taureg5.al-Sawalih.Marghara3.Kargala.Jmamla.Marghara2.Zawayia11.Sadat.Sabayi.Marghara4.Marghara5.Unaffiliated12.Awlad Sulaiman.Marghara6.Awlad Bu Saif.Maslata.Masrata.Unaffiliated10.Unaffiliated11.Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Unaffiliated3.Unaffiliated13.Warfalla2.Warfalla3.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Kawafi.Matarfa2.Dababisa.Mtarfa1.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla13.Magharha.Marghara9.Marghara11.Warfalla11.Warfalla12.Warfalla9.Warfalla14.Warfalla16.Warfalla17,188.20999999999998,6
58,0.3957212030613571,0.1,1.45,Saada17.Unaffiliated14.Magariha.al-Mujabra.Saada18.Unaffiliated8.Saada19.Zawayia1.Saada3.Unaffiliated2.Saada14.Saada16.Unaffiliated7.Unaffiliated9.Al-Ubaidat1		.Al-Ubaidat2		.Msika.Ulum.al-Rahmana.al-Habun1	.al-Marirat		.al-Qunashat.Masamir		.Masimir	.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Kawar.Taureg2.Warfalla8.Zawayia5.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Zawayia2.Taureg1.Zawayia3.Zawayia4,154.64249999999996,6
59,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,7
60,0.9893617021276596,0.1,1.5,Unaffiliated10,1.5,7
61,1.0,0.1,1.5,Unaffiliated11,1.4500000000000002,7
62,0.9893617021276596,0.1,1.5,Unaffiliated1,0.8,7
63,0.9574468085106382,0.1,1.5,Unaffiliated6,1.35,7
64,0.9893617021276596,0.1,1.5,Unaffiliated15	,1.65,7
65,0.9893617021276596,0.1,1.5,Unaffiliated18,2.25,7
66,0.14893617021276595,0.1,1.5,Saada3,1.05,7
67,0.06382978723404255,0.1,1.5,Unaffiliated2,0.65,7
68,0.010638297872340425,0.1,1.5,Tebu,0.35,7
69,0.19148936170212766,0.1,1.5,Saada2	,1.05,7
70,0.19148936170212766,0.1,1.5,Saada4,1.05,7
71,0.18085106382978722,0.1,1.5,Saada5,1.05,7
72,0.5634516757364454,0.1,1.5,Marghara9.Marghara11.Warfalla11.Warfalla12.Warfalla9.Warfalla14.Warfalla16.Warfalla17.Unaffiliated3.Unaffiliated13.Warfalla2.Warfalla3.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Kawafi.Matarfa2.Dababisa.Mtarfa1.Zamoura.Unaffiliated16	.Warfalla4.Warfalla5.Marghara1.Zawayia9.Zawayia10.Taureg5.al-Sawalih.Marghara3.Kargala.Jmamla.Marghara2.Zawayia11.Sadat.Sabayi.Marghara4.Marghara5.Marghara6.Awlad Bu Saif.Maslata.Masrata.Unaffiliated12.Awlad Sulaiman.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla13.Magharha.Zawayia1.Saada14.Saada16.Al-Ubaidat1		.Al-Ubaidat2		.al-Rahmana.al-Habun1	.Masamir		.Masimir	.al-Marirat		.al-Qunashat.Msika.Ulum.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Saada1	.Saada7.Saada8.Saada12.Saada6.Saada17.Unaffiliated14.Unaffiliated7.Unaffiliated9.Saada18.Unaffiliated8.Magariha.al-Mujabra.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Zawayia8.Taureg4.Saada19.Zawayia2.Zawayia3.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Saada20.Saada21.el-Mahjoub.Zawayia4.Kawar.Taureg2.Warfalla8.Zawayia5,333.9000000000003,7
73,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,8
74,0.14893617021276595,0.1,1.55,Saada3,1.05,8
75,0.06382978723404255,0.1,1.55,Unaffiliated2,0.65,8
76,0.010638297872340425,0.1,1.55,Tebu,0.35,8
77,0.9893617021276596,0.1,1.55,Unaffiliated10,1.5,8
78,1.0,0.1,1.55,Unaffiliated11,1.4500000000000002,8
79,0.9893617021276596,0.1,1.55,Unaffiliated1,0.8,8
80,0.9893617021276596,0.1,1.55,Unaffiliated15	,1.65,8
81,0.9893617021276596,0.1,1.55,Unaffiliated18,2.25,8
82,0.5611114237069917,0.1,1.55,Saada14.Saada16.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Al-Ubaidat1		.Al-Ubaidat2		.al-Rahmana.al-Habun1	.Masamir		.Masimir	.al-Marirat		.al-Qunashat.Msika.Ulum.Saada9.Saada11.Saada10.Saada13.Saada15.Hasawna.Saada17.Unaffiliated14.Unaffiliated7.Unaffiliated9.Saada19.Zawayia1.el-Mahjoub.Unaffiliated16	.Saada18.Unaffiliated8.Magariha.al-Mujabra.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Saada20.Saada21.Zawayia2.Zawayia3.Kawar.Taureg2.Zawayia4.Taureg1.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Warfalla8.Zawayia6.Zawayia5.Zawayia7.Zamoura.Unaffiliated6.Unaffiliated3.Unaffiliated13.Warfalla2.Warfalla3.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.al-Sawalih.Marghara3.Zawayia8.Taureg4.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Sadat.Jmamla.Kargala.Sabayi.Warfalla4.Warfalla5.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Marghara9.Marghara11.Warfalla11.Warfalla12.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla13.Magharha.Kawafi.Matarfa2.Dababisa.Mtarfa1.Warfalla9.Warfalla14.Warfalla16.Warfalla17.Marghara4.Marghara5.Marghara6.Awlad Bu Saif.Maslata.Masrata.Unaffiliated12.Awlad Sulaiman,352.00499999999994,8
83,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,9
84,0.06382978723404255,0.1,1.6,Unaffiliated2,0.65,9
85,0.14893617021276595,0.1,1.6,Saada3,1.05,9
86,0.010638297872340425,0.1,1.6,Tebu,0.35,9
87,0.9893617021276596,0.1,1.6,Unaffiliated1,0.8,9
88,0.9893617021276596,0.1,1.6,Unaffiliated15	,1.65,9
89,0.9893617021276596,0.1,1.6,Unaffiliated18,2.25,9
90,0.9893617021276596,0.1,1.6,Unaffiliated10,1.5,9
91,1.0,0.1,1.6,Unaffiliated11,1.4500000000000002,9
92,0.5611776440720766,0.1,1.6,Saada15.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Al-Ubaidat1		.Al-Ubaidat2		.al-Rahmana.al-Habun1	.Masamir		.Ulum.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Unaffiliated3.Unaffiliated16	.Unaffiliated7.Hasawna.Saada19.Zawayia2.Saada20.Saada21.Saada17.Unaffiliated9.Magariha.al-Mujabra.Saada18.Unaffiliated8.Unaffiliated14.Zawayia1.el-Mahjoub.Zawayia7.Zawayia3.Zawayia4.Warfalla8.Zawayia6.Zawayia8.Taureg4.Kawar.Taureg2.Zawayia5.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Unaffiliated6.Unaffiliated13.Matarfa2.Warfalla2.Warfalla3.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Dababisa.Mtarfa1.al-Jarsha.Taureg3.Warfalla6.Warfalla7.Marghara1.Zawayia9.Zawayia10.Taureg5.Marghara2.Zawayia11.Sadat.Jmamla.Kargala.Sabayi.Warfalla4.Warfalla5.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Marghara9.Marghara11.Warfalla11.Warfalla12.Marghara7.Tawajeer.Marghara8.al-Awaqir.Warfalla10.Warfalla15.Warfalla16.Warfalla17.Zamoura.Kawafi.Warfalla13.Magharha.al-Sawalih.Marghara3.Marghara4.Marghara5.Marghara6.Awlad Bu Saif.Warfalla9.Warfalla14.Maslata.Masrata.Unaffiliated12.Awlad Sulaiman,363.3599999999999,9
93,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,10
94,0.06382978723404255,0.1,1.7,Unaffiliated2,0.65,10
95,0.010638297872340425,0.1,1.7,Tebu,0.35,10
96,0.5718519743259335,0.1,1.7,Unaffiliated1.Unaffiliated6.Unaffiliated15	.Unaffiliated18.Unaffiliated10.Unaffiliated11.Unaffiliated3.Unaffiliated13.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Warfalla2.Warfalla3.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Marghara9.Marghara11.Warfalla11.Warfalla12.Kawafi.Matarfa2.Dababisa.Mtarfa1.Warfalla10.Warfalla15.Warfalla13.Magharha.Saada17.Unaffiliated9.Magariha.al-Mujabra.Saada18.Unaffiliated8.Saada20.Unaffiliated14.Marghara6.Awlad Bu Saif.Warfalla16.Warfalla17.Marghara7.Tawajeer.Marghara8.al-Awaqir.al-Sawalih.Warfalla9.Marghara4.Marghara5.Maslata.Masrata.Unaffiliated12.Awlad Sulaiman.Marghara2.Zawayia11.Sadat.Jmamla.Marghara3.Warfalla5.Kargala.Sabayi.Unaffiliated7.Hasawna.Saada3.Saada15.Al-Ubaidat1		.Al-Ubaidat2		.al-Rahmana.al-Habun1	.Masamir		.Ulum.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.Saada19.Zawayia1.Zawayia2.Zawayia3.Zamoura.Warfalla14.Unaffiliated16	.Warfalla4.Saada21.el-Mahjoub.Zawayia4.Zawayia5.Warfalla6.Warfalla7.Zawayia6.Zawayia7.al-Jarsha.Taureg3.Zawayia8.Taureg4.Marghara1.Zawayia9.Zawayia10.Taureg5.Kawar.Taureg2.Warfalla8.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi,400.86000000000035,10
97,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,11
98,0.06382978723404255,0.1,1.8,Unaffiliated2,0.65,11
99,0.010638297872340425,0.1,1.8,Tebu,0.35,11
100,0.5721615277389097,0.1,1.8,Saada3.Saada15.Saada1	.Saada7.Saada8.Saada12.Saada2	.Saada4.Saada5.Saada6.al-Jarsha.Taureg3.Zawayia8.Taureg4.Marghara1.Zawayia10.Zawayia9.Taureg5.Kawar.Taureg2.Warfalla8.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Al-Ubaidat1		.Al-Ubaidat2		.al-Rahmana.al-Habun1	.Masamir		.Ulum.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Saada17.Unaffiliated9.Magariha.al-Mujabra.Saada19.Zawayia1.Unaffiliated7.Hasawna.Saada18.Unaffiliated8.Saada20.Unaffiliated14.Zawayia2.Zawayia3.Zawayia4.Zawayia5.Unaffiliated1.Unaffiliated6.Zamoura.Warfalla14.Kawafi.Matarfa2.Dababisa.Mtarfa1.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Marghara9.Marghara11.Warfalla11.Warfalla12.Unaffiliated3.Unaffiliated13.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Warfalla2.Warfalla3.Unaffiliated15	.Unaffiliated18.Unaffiliated10.Unaffiliated11.Warfalla10.Warfalla15.Warfalla13.Magharha.Saada21.el-Mahjoub.Unaffiliated16	.Warfalla4.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Marghara6.Awlad Bu Saif.Warfalla16.Warfalla17.Marghara7.Tawajeer.Marghara8.al-Awaqir.al-Sawalih.Warfalla9.Marghara3.Warfalla5.Marghara4.Marghara5.Unaffiliated12.Awlad Sulaiman.Marghara2.Zawayia11.Kargala.Sabayi.Maslata.Masrata.Sadat.Jmamla,424.43999999999977,11
101,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,12
102,0.010638297872340425,0.1,1.9,Tebu,0.35,12
103,0.570953552559473,0.1,1.9,Saada1	.Saada7.Saada8.Saada12.Unaffiliated2.Saada3.Saada15.Saada2	.Saada4.Saada5.Saada6.al-Jarsha.Taureg3.Zawayia8.Taureg4.Marghara1.Zawayia10.Zawayia9.Taureg5.Kawar.Taureg2.Warfalla8.Taureg1.Beni Salim.Beni Salim2.Beni Hilal.Gaddafi.Al-Ubaidat1		.Al-Ubaidat2		.al-Rahmana.al-Habun1	.Masamir		.Ulum.al-Marirat		.al-Qunashat.Masimir	.Msika.Saada9.Saada11.Saada10.Saada13.Saada14.Saada16.Saada17.Unaffiliated9.Magariha.al-Mujabra.Saada19.Saada20.Unaffiliated7.Hasawna.Saada18.Unaffiliated8.Unaffiliated14.Zawayia1.Zawayia2.Zawayia3.Zawayia4.Zawayia5.Unaffiliated1.Unaffiliated6.Zamoura.Warfalla14.Kawafi.Matarfa2.Dababisa.Mtarfa1.Unaffiliated5.Ramla.Marghara10.Unaffiliated17.Marghara9.Marghara11.Warfalla11.Warfalla12.Unaffiliated3.Unaffiliated13.Unaffiliated4.Warfalla1.Zawaiya.Zawiya.Warfalla2.Warfalla3.Unaffiliated15	.Unaffiliated18.Unaffiliated10.Unaffiliated11.Warfalla10.Warfalla15.Warfalla13.Magharha.Saada21.el-Mahjoub.Unaffiliated16	.Warfalla4.Warfalla6.Warfalla7.Zawayia6.Zawayia7.Marghara6.Awlad Bu Saif.Warfalla16.Warfalla17.Marghara7.Tawajeer.Marghara8.al-Awaqir.al-Sawalih.Warfalla9.Marghara3.Warfalla5.Marghara4.Marghara5.Unaffiliated12.Awlad Sulaiman.Marghara2.Zawayia11.Kargala.Sabayi.Maslata.Masrata.Sadat.Jmamla,449.2549999999997,12
104,NEW RUN,NEW RUN,NEW RUN,NEW RUN,NEW RUN,13
